target_id,repo,file,line,containing_type,method,receiver_type,kind
aspnetcore:0256,aspnetcore,src/Http/Http.Results/src/HttpResultsHelper.cs,153,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetService,System.IServiceProvider,Extension
aspnetcore:0257,aspnetcore,src/Http/Http.Results/src/InternalServerError.cs,39,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0258,aspnetcore,src/Http/Http.Results/src/InternalServerErrorOfT.cs,50,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0259,aspnetcore,src/Http/Http.Results/src/JsonHttpResultOfT.cs,97,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0260,aspnetcore,src/Http/Http.Results/src/NoContent.cs,38,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0261,aspnetcore,src/Http/Http.Results/src/NotFound.cs,38,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0262,aspnetcore,src/Http/Http.Results/src/NotFoundOfT.cs,49,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0263,aspnetcore,src/Http/Http.Results/src/Ok.cs,38,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0264,aspnetcore,src/Http/Http.Results/src/OkOfT.cs,49,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0265,aspnetcore,src/Http/Http.Results/src/PhysicalFileHttpResult.cs,122,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0266,aspnetcore,src/Http/Http.Results/src/ProblemHttpResult.cs,56,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0267,aspnetcore,src/Http/Http.Results/src/ProblemHttpResult.cs,58,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetService,System.IServiceProvider,Extension
aspnetcore:0268,aspnetcore,src/Http/Http.Results/src/PushStreamHttpResult.cs,106,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0269,aspnetcore,src/Http/Http.Results/src/RedirectHttpResult.cs,94,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0270,aspnetcore,src/Http/Http.Results/src/RedirectToRouteHttpResult.cs,161,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0271,aspnetcore,src/Http/Http.Results/src/RedirectToRouteHttpResult.cs,175,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0272,aspnetcore,src/Http/Http.Results/src/ServerSentEventsResult.cs,51,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetService,System.IServiceProvider,Extension
aspnetcore:0273,aspnetcore,src/Http/Http.Results/src/SignInHttpResult.cs,61,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
